SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,$/SQUARE FEET
PAST SALE,2018-10-03,Townhouse,106 Pine Wood Ln,LOS GATOS,CA,95032,1336600,4,2.5,LOS GATOS,1831,1800,730
PAST SALE,2018-10-03,Single Family Residential,166 Rinconada Oaks Ct,LOS GATOS,CA,95032,2425000,4,2.5,LOS GATOS,2386,16397,1016
PAST SALE,2018-10-03,Single Family Residential,15303 Top of the Hill Ct,LOS GATOS,CA,95032,4475000,5,4,LOS GATOS,4500,87120,994
PAST SALE,2018-10-04,Single Family Residential,25375 Adams Rd,LOS GATOS,CA,95033,998000,3,2,LOS GATOS,1800,269201,554
PAST SALE,2018-10-04,Single Family Residential,1451 Van Dusen Ln,CAMPBELL,CA,95008,1430000,5,4,CAMPBELL,3769,9399,379
PAST SALE,2018-10-05,Single Family Residential,17936 Francis Ct,LOS GATOS,CA,95033,1170000,3,2,LOS GATOS,2400,51836,488
PAST SALE,2018-10-05,Single Family Residential,22100 Highland Way,LOS GATOS,CA,95033,980000,3,2,LOS GATOS,1362,12419,720
PAST SALE,2018-10-05,Single Family Residential,14136 Long Ridge Rd,LOS GATOS,CA,95033,1443000,4,3,LOS GATOS,2400,1154863,601
PAST SALE,2018-10-05,Single Family Residential,121 College Ave,LOS GATOS,CA,95030,1475000,2,1,LOS GATOS,828,11041,1781
PAST SALE,2018-10-05,Townhouse,119 El Porton,LOS GATOS,CA,95032,1548000,3,2.5,LOS GATOS,2156,1983,718
PAST SALE,2018-10-05,Single Family Residential,26700 Loma Prieta Way,LOS GATOS,CA,95033,2788000,4,5.5,LOS GATOS,7733,229997,361
PAST SALE,2018-10-09,Single Family Residential,304 Creekside Village Dr,LOS GATOS,CA,95032,1570000,3,2.5,LOS GATOS,1502,2349,1045
PAST SALE,2018-10-09,Single Family Residential,106 Kennedy Ct,LOS GATOS,CA,95032,4650000,5,5,LOS GATOS,4957,23260,938
PAST SALE,2018-10-10,Single Family Residential,5563 Copeland Pl,SAN JOSE,CA,95124,1540000,4,2.5,SAN JOSE,2241,7028,687
PAST SALE,2018-10-10,Single Family Residential,230 Forrester Rd,LOS GATOS,CA,95032,4241250,5,4.5,LOS GATOS,5598,70131,758
PAST SALE,2018-10-11,Single Family Residential,109 Vasona Oaks Dr,LOS GATOS,CA,95032,1450000,3,2,LOS GATOS,1850,2096,784
PAST SALE,2018-10-12,Single Family Residential,325 Johnson Ave,LOS GATOS,CA,95030,2255000,4,2,LOS GATOS,1972,6079,1144
PAST SALE,2018-10-15,Condo/Co-op,14225 Lora Dr #38,LOS GATOS,CA,95032,700000,2,2,LOS GATOS,1050,1052,667
PAST SALE,2018-10-15,Townhouse,112 El Olivar,LOS GATOS,CA,95032,1280000,4,2.5,LOS GATOS,1747,3306,733
PAST SALE,2018-10-15,Single Family Residential,16561 Englewood Ave,LOS GATOS,CA,95032,2500000,3,3,LOS GATOS,2452,8100,1020
PAST SALE,2018-10-15,Single Family Residential,16561 Englewood Ave,LOS GATOS,CA,95032,2500000,3,3,LOS GATOS,2452,8100,1020
PAST SALE,2018-10-16,Single Family Residential,17101 Debbie Rd,LOS GATOS,CA,95033,1150000,3,2,LOS GATOS,1955,239275,588
PAST SALE,2018-10-17,Single Family Residential,20301 Bear Creek Rd,LOS GATOS,CA,95033,841000,5,3,LOS GATOS,2284,143748,368
PAST SALE,2018-10-18,Single Family Residential,13405 Indian Trail Rd,LOS GATOS,CA,95033,941544,2,2,LOS GATOS,1460,135428,645
PAST SALE,2018-10-18,Single Family Residential,209 Creekside Village Dr,LOS GATOS,CA,95032,1580000,4,2.5,LOS GATOS,1755,2669,900
PAST SALE,2018-10-18,Single Family Residential,15784 Linda Ave,LOS GATOS,CA,95032,2300000,4,3,LOS GATOS,2038,7955,1129
PAST SALE,2018-10-19,Single Family Residential,21600 Stage Coach Rd,LOS GATOS,CA,95033,590000,3,2,LOS GATOS,1539,37026,383
PAST SALE,2018-10-19,Single Family Residential,17300 Soda Springs Rd,LOS GATOS,CA,95033,350000,2,1,LOS GATOS,900,871404,389
PAST SALE,2018-10-19,Condo/Co-op,14225 Lora Dr #21,LOS GATOS,CA,95032,557500,1,1,LOS GATOS,816,811,683
PAST SALE,2018-10-19,Townhouse,502 Pine Wood Ln,LOS GATOS,CA,95032,1210000,3,2.5,LOS GATOS,1533,2062,789
PAST SALE,2018-10-19,Townhouse,100 Oakland Pl,LOS GATOS,CA,95032,1350000,2,2,LOS GATOS,1409,2891,958
PAST SALE,2018-10-19,Single Family Residential,238 Bachman Ave,LOS GATOS,CA,95030,3300000,4,3.5,LOS GATOS,3019,8469,1093
PAST SALE,2018-10-22,Townhouse,125 Callecita,LOS GATOS,CA,95032,1235000,2,2.5,LOS GATOS,1463,1790,844
PAST SALE,2018-10-23,Single Family Residential,26196 Highway 9,LOS GATOS,CA,95033,1340000,3,2,LOS GATOS,2148,430242,624
PAST SALE,2018-10-23,Single Family Residential,20733 Santa Cruz Hwy,LOS GATOS,CA,95033,1485101,3,2.5,LOS GATOS,1815,124581,818
PAST SALE,2018-10-23,Single Family Residential,15110 Shannon Rd,LOS GATOS,CA,95032,2500000,5,5,LOS GATOS,4380,67659,571
PAST SALE,2018-10-23,Single Family Residential,15110 Shannon Rd,LOS GATOS,CA,95032,2500000,5,5,LOS GATOS,4380,67659,571
PAST SALE,2018-10-24,Single Family Residential,215 Kensington Way,LOS GATOS,CA,95032,1360000,3,2,LOS GATOS,1375,6018,989
PAST SALE,2018-10-24,Single Family Residential,270 Coronet Dr,LOS GATOS,CA,95032,1850000,4,2.5,LOS GATOS,1951,12843,948
PAST SALE,2018-10-24,Single Family Residential,16240 Brooke Acres Dr,LOS GATOS,CA,95032,3600000,4,3,LOS GATOS,3300,48811,1091
PAST SALE,2018-10-26,Single Family Residential,5171 Leigh Ave,SAN JOSE,CA,95124,1431568,5,3,SAN JOSE,2138,6039,670
PAST SALE,2018-10-26,Single Family Residential,149 Hollycrest Dr,LOS GATOS,CA,95032,1876000,4,2,LOS GATOS,1388,7200,1352
PAST SALE,2018-10-26,Single Family Residential,17418 Paseo Carmelo,LOS GATOS,CA,95030,3500000,5,6,LOS GATOS,5646,155564,620
PAST SALE,2018-10-29,Single Family Residential,16526 Farvue Ln,Los Gatos,CA,95030,2075000,3,2,Los Gatos,2158,39820,962
PAST SALE,2018-10-29,Single Family Residential,17390 High St,LOS GATOS,CA,95030,4700000,6,5.5,LOS GATOS,5010,41557,938
PAST SALE,2018-10-30,Single Family Residential,331 Creekside Village Dr,LOS GATOS,CA,95032,1549000,3,2.5,LOS GATOS,1502,2661,1031
PAST SALE,2018-10-30,Single Family Residential,17165 Buena Vista Ave,LOS GATOS,CA,95030,2450000,4,4,LOS GATOS,3000,20000,817
PAST SALE,2018-10-31,Townhouse,126 Milmar Way,LOS GATOS,CA,95032,1180000,3,2,LOS GATOS,1218,2387,969
PAST SALE,2018-10-31,Single Family Residential,17743 Soda Springs Rd,LOS GATOS,CA,95033,1450000,4,3,LOS GATOS,2747,24393,528
PAST SALE,2018-10-31,Single Family Residential,306 Andrews St,LOS GATOS,CA,95030,2963025,4,3.5,LOS GATOS,2919,9000,1015
PAST SALE,2018-11-01,Single Family Residential,1886 Kay Dr,SAN JOSE,CA,95124,1425000,3,2,SAN JOSE,2155,6600,661
PAST SALE,2018-11-01,Single Family Residential,19115 Overlook Rd,LOS GATOS,CA,95030,2050000,4,2.5,LOS GATOS,2695,72309,761
PAST SALE,2018-11-01,Single Family Residential,16181 MATILIJA Dr,LOS GATOS,CA,95030,4425000,4,5,LOS GATOS,5370,47708,824
PAST SALE,2018-11-02,Single Family Residential,251 Littlefield Ln,LOS GATOS,CA,95032,2500000,3,2,LOS GATOS,2249,11970,1112
PAST SALE,2018-11-02,Single Family Residential,251 Littlefield Ln,LOS GATOS,CA,95032,2500000,3,2,LOS GATOS,2249,11970,1112
PAST SALE,2018-11-05,Single Family Residential,21448 Lee Dr,LOS GATOS,CA,95033,730000,2,1,LOS GATOS,710,17412,1028
PAST SALE,2018-11-05,Single Family Residential,5457 Leigh Ave,SAN JOSE,CA,95124,1224000,3,2,SAN JOSE,1480,6264,827
PAST SALE,2018-11-06,Single Family Residential,27600 Havenhill Ln,LOS GATOS,CA,95033,928000,2,2,LOS GATOS,1600,206038,580
PAST SALE,2018-11-06,Single Family Residential,16401 Matilija Dr,LOS GATOS,CA,95030,10650000,5,6.5,LOS GATOS,12694,59234,839
PAST SALE,2018-11-07,Single Family Residential,5256 Kensington Way,SAN JOSE,CA,95124,1150000,3,2,SAN JOSE,1488,7235,773
PAST SALE,2018-11-07,Condo/Co-op,600 Pennsylvania Ave #3,LOS GATOS,CA,95030,1225000,2,2,LOS GATOS,1368,1368,895
PAST SALE,2018-11-07,Townhouse,226 Elm Wood Ct,LOS GATOS,CA,95032,1078800,3,2.5,LOS GATOS,1461,2015,738
PAST SALE,2018-11-07,Single Family Residential,35 Mariposa Ave,LOS GATOS,CA,95030,2185000,3,3,LOS GATOS,1735,7049,1259
PAST SALE,2018-11-07,Single Family Residential,15884 Rose Ave,LOS GATOS,CA,95030,2850000,5,4.5,LOS GATOS,3288,12613,867
PAST SALE,2018-11-08,Single Family Residential,316 Westhill Dr,LOS GATOS,CA,95032,2325000,4,3,LOS GATOS,2783,9786,835
PAST SALE,2018-11-09,Single Family Residential,17929 Ida Dr,LOS GATOS,CA,95033,890000,3,2,LOS GATOS,1248,10688,713
PAST SALE,2018-11-09,Single Family Residential,220 Caldwell Ave,LOS GATOS,CA,95032,1675000,2,1,LOS GATOS,1224,5500,1368
PAST SALE,2018-11-09,Single Family Residential,164 Belcrest Dr,LOS GATOS,CA,95032,1750000,6,3,LOS GATOS,2448,9471,715
PAST SALE,2018-11-09,Single Family Residential,20388 Hebard Rd,LOS GATOS,CA,95033,1868000,4,3,LOS GATOS,2619,185692,713
PAST SALE,2018-11-09,Single Family Residential,164 Belcrest Dr,LOS GATOS,CA,95032,1750000,6,3,LOS GATOS,2448,9471,715
PAST SALE,2018-11-09,Single Family Residential,16301 Englewood Ave,LOS GATOS,CA,95032,2550000,4,2,LOS GATOS,2139,13680,1192
PAST SALE,2018-11-11,Single Family Residential,371 Pennsylvania,LOS GATOS,CA,95030,5750000,4,3.5,LOS GATOS,3938,17136,1460
PAST SALE,2018-11-12,Single Family Residential,18162 Eileen Ct,LOS GATOS,CA,95033,1329625,3,2,LOS GATOS,2404,43560,553
PAST SALE,2018-11-13,Single Family Residential,218 Forrester Rd,LOS GATOS,CA,95032,5600000,5,6,LOS GATOS,5889,43703,951
PAST SALE,2018-11-13,Single Family Residential,106 Longmeadow Dr,LOS GATOS,CA,95032,4500000,5,5.5,LOS GATOS,4379,17976,1028
PAST SALE,2018-11-14,Condo/Co-op,443 Alberto Way Unit B219,LOS GATOS,CA,95032,515000,1,1,LOS GATOS,768,435,671
PAST SALE,2018-11-14,Single Family Residential,15950 Rose Ave,LOS GATOS,CA,95030,2000000,4,2.5,LOS GATOS,2384,8273,839
PAST SALE,2018-11-15,Townhouse,507 Blossom Hill Rd,LOS GATOS,CA,95032,1050000,3,2.5,LOS GATOS,1550,2000,677
PAST SALE,2018-11-15,Single Family Residential,18503 Favre Ridge Rd,LOS GATOS,CA,95033,1525000,4,3,LOS GATOS,3048,61855,500
PAST SALE,2018-11-15,Single Family Residential,20330 Madrona Way,LOS GATOS,CA,95033,1850000,3,2.5,LOS GATOS,2481,42757,746
PAST SALE,2018-11-15,Single Family Residential,155 College Ave,LOS GATOS,CA,95030,2632000,4,2.5,LOS GATOS,3154,16144,834
PAST SALE,2018-11-16,Townhouse,1963 Las Encinas Ct,LOS GATOS,CA,95032,960000,3,2.5,LOS GATOS,1920,1920,500
PAST SALE,2018-11-16,Single Family Residential,51 College Ave,LOS GATOS,CA,95030,2500000,3,2,LOS GATOS,2229,36802,1122
PAST SALE,2018-11-16,Single Family Residential,400 Montclair Rd,LOS GATOS,CA,95032,2300000,5,3,LOS GATOS,2803,12565,821
PAST SALE,2018-11-16,Single Family Residential,51 College Ave,LOS GATOS,CA,95030,2500000,3,2,LOS GATOS,2229,36802,1122
PAST SALE,2018-11-19,Single Family Residential,223 Danville Dr,LOS GATOS,CA,95032,1720000,3,2,LOS GATOS,1709,7896,1006
PAST SALE,2018-11-19,Single Family Residential,119 Newell Ct,LOS GATOS,CA,95032,2250000,4,2.5,LOS GATOS,2128,11445,1057
PAST SALE,2018-11-19,Single Family Residential,156 Massol Ave,LOS GATOS,CA,95030,2256156,4,3,LOS GATOS,1643,5600,1373
PAST SALE,2018-11-19,Single Family Residential,231 Rosalie Ct,LOS GATOS,CA,95032,2700000,4,2.5,LOS GATOS,2385,12319,1132
PAST SALE,2018-11-20,Single Family Residential,17969 Oak Dr,LOS GATOS,CA,95033,660000,2,1,LOS GATOS,800,7243,825
PAST SALE,2018-11-20,Condo/Co-op,671 Division St,CAMPBELL,CA,95008,850000,3,2.5,CAMPBELL,1327,1495,641
PAST SALE,2018-11-21,Single Family Residential,800 Bear Canyon Rd,LOS GATOS,CA,95033,249950,2,1,LOS GATOS,520,297558,481
PAST SALE,2018-11-21,Single Family Residential,18685 Serramonte Dr,LOS GATOS,CA,95030,5150000,6,7.5,LOS GATOS,7000,43560,736
PAST SALE,2018-11-26,Single Family Residential,106 Mill Rd,LOS GATOS,CA,95032,1550000,3,2.5,LOS GATOS,1994,435,777
PAST SALE,2018-11-26,Single Family Residential,1718 Canna Ln,SAN JOSE,CA,95124,1290000,3,2,SAN JOSE,1574,6188,820
PAST SALE,2018-11-27,Single Family Residential,15401 Blossom Hill Rd,LOS GATOS,CA,95032,1600000,4,3,LOS GATOS,3460,40497,462
PAST SALE,2018-11-27,Single Family Residential,23368 Cove Lane Rd,LOS GATOS,CA,95033,1780000,4,3,LOS GATOS,2392,43647,744
PAST SALE,2018-11-27,Single Family Residential,117 Alerche Dr,LOS GATOS,CA,95032,3050000,5,4.5,LOS GATOS,5018,44621,608
PAST SALE,2018-11-28,Townhouse,164 Escobar Ave,LOS GATOS,CA,95032,960000,2,2,LOS GATOS,1015,2057,946
PAST SALE,2018-11-28,Single Family Residential,22541 Summit Rd,LOS GATOS,CA,95033,1150000,4,2,LOS GATOS,2507,199047,459
PAST SALE,2018-11-28,Single Family Residential,15921 Linda Ave,LOS GATOS,CA,95032,1718000,3,2,LOS GATOS,1093,9234,1572
PAST SALE,2018-11-29,Single Family Residential,192 Jo Dr,LOS GATOS,CA,95032,1370800,3,1.5,LOS GATOS,1128,6006,1215
PAST SALE,2018-11-30,Single Family Residential,835 Fern Rdg,LOS GATOS,CA,95033,1060000,3,2,LOS GATOS,1404,233656,755
PAST SALE,2018-11-30,Single Family Residential,16250 Blossom Hill Rd,LOS GATOS,CA,95032,1670000,4,2,LOS GATOS,1768,10000,945
PAST SALE,2018-12-03,Single Family Residential,16321 W La Chiquita Ave,LOS GATOS,CA,95032,2261000,3,2,LOS GATOS,1280,14256,1766
PAST SALE,2018-12-04,Single Family Residential,16140 Matilija Dr,LOS GATOS,CA,95030,7000000,7,7.5,LOS GATOS,7705,45302,909
PAST SALE,2018-12-04,Single Family Residential,16709 Marchmont Dr,LOS GATOS,CA,95032,4640000,6,5.5,LOS GATOS,5492,12334,845
PAST SALE,2018-12-05,Townhouse,202 Charter Oaks Cir,LOS GATOS,CA,95032,1316250,3,2.5,LOS GATOS,1691,2016,778
PAST SALE,2018-12-05,Single Family Residential,15903 Rochin Ct,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2215,11000,1129
PAST SALE,2018-12-05,Single Family Residential,15903 Rochin Ct,LOS GATOS,CA,95032,2500000,4,2.5,LOS GATOS,2215,11000,1129
PAST SALE,2018-12-06,Single Family Residential,112 Wilder Ave,LOS GATOS,CA,95030,3950000,4,3.5,LOS GATOS,3314,6501,1192
PAST SALE,2018-12-06,Single Family Residential,120 Old Adobe Rd,LOS GATOS,CA,95032,2580000,4,3,LOS GATOS,3670,10748,703
PAST SALE,2018-12-07,Townhouse,5222 Adalina Ct,SAN JOSE,CA,95124,1040000,3,2.5,SAN JOSE,1454,2636,715
PAST SALE,2018-12-07,Single Family Residential,16150 Jasmine Way,LOS GATOS,CA,95032,2275000,4,2.5,LOS GATOS,2256,8240,1008
PAST SALE,2018-12-07,Single Family Residential,775 Blossom Hill Rd,LOS GATOS,CA,95032,2150000,4,2,LOS GATOS,2326,14535,924
PAST SALE,2018-12-07,Single Family Residential,112 Los Gatos Blvd,LOS GATOS,CA,95030,3730000,5,4.5,LOS GATOS,4336,7397,860
PAST SALE,2018-12-07,Single Family Residential,104 Teresita Way,LOS GATOS,CA,95032,3900000,4,3.5,LOS GATOS,4690,35850,832
PAST SALE,2018-12-07,Single Family Residential,15685 Gum Tree Ln,LOS GATOS,CA,95032,4360000,5,6,LOS GATOS,6644,179921,656
PAST SALE,2018-12-11,Single Family Residential,305 De Soto Dr,LOS GATOS,CA,95032,1440000,4,2,LOS GATOS,1736,4845,829
PAST SALE,2018-12-11,Single Family Residential,15 Ocean View Rd,LOS GATOS,CA,95033,2150000,5,4,LOS GATOS,4382,108464,491
PAST SALE,2018-12-12,Single Family Residential,130 Forest Hill Dr,LOS GATOS,CA,95032,2100001,4,3,LOS GATOS,2102,8165,999
PAST SALE,2018-12-14,Single Family Residential,1424 Maysun Ct,CAMPBELL,CA,95008,2350000,5,3.5,CAMPBELL,3677,9000,639
PAST SALE,2018-12-17,Single Family Residential,18429 Main Blvd,LOS GATOS,CA,95033,680000,4,2,LOS GATOS,1824,4661,373
PAST SALE,2018-12-17,Single Family Residential,240 Gregg Dr,LOS GATOS,CA,95032,1300000,4,2,LOS GATOS,1622,6000,801
PAST SALE,2018-12-18,Single Family Residential,1315 Sunset Ridge Rd,LOS GATOS,CA,95033,1188800,4,2,LOS GATOS,2000,407504,594
PAST SALE,2018-12-18,Single Family Residential,21492 Mary Alice Way,LOS GATOS,CA,95033,1034000,2,2,LOS GATOS,1557,49800,664
PAST SALE,2018-12-19,Single Family Residential,1018 Lucot Way,CAMPBELL,CA,95008,1409919,3,2,CAMPBELL,1336,12562,1055
PAST SALE,2018-12-19,Single Family Residential,185 La Canada Ct,LOS GATOS,CA,95032,2100000,4,3,LOS GATOS,1646,6136,1276
PAST SALE,2018-12-19,Single Family Residential,16699 Kennedy Rd,LOS GATOS,CA,95032,3600000,4,3,LOS GATOS,3398,11451,1059
PAST SALE,2018-12-20,Single Family Residential,23479 Sunset Dr,LOS GATOS,CA,95033,1650000,3,2,LOS GATOS,2048,52838,806
PAST SALE,2018-12-21,Single Family Residential,15 Loma Alta Ave,LOS GATOS,CA,95030,1526000,3,1,LOS GATOS,1276,5500,1196
PAST SALE,2018-12-21,Single Family Residential,14950 Heather Dr,SAN JOSE,CA,95124,1900000,3,2,SAN JOSE,2050,19665,927
PAST SALE,2018-12-24,Single Family Residential,15422 Warwick Rd,SAN JOSE,CA,95124,1535919,3,2,SAN JOSE,2050,12876,749
PAST SALE,2018-12-27,Single Family Residential,21391 Aldercroft Hts,LOS GATOS,CA,95033,1165000,4,3,LOS GATOS,2482,22356,469
PAST SALE,2018-12-27,Townhouse,18400 Overlook Rd #7,LOS GATOS,CA,95030,1300000,3,2.5,LOS GATOS,1916,1624,678
PAST SALE,2018-12-31,Townhouse,18400 Overlook Rd #8,LOS GATOS,CA,95030,1326500,3,2.5,LOS GATOS,1916,1619,692
PAST SALE,2019-01-02,Single Family Residential,24846 Skyland Rd,LOS GATOS,CA,95033,2005000,5,3,LOS GATOS,2715,115608,738
PAST SALE,2019-01-02,Single Family Residential,16870 Fillmer Ave,LOS GATOS,CA,95030,3262500,5,4,LOS GATOS,3901,11416,836
PAST SALE,2019-01-04,Condo/Co-op,14225 Lora Dr #56,Los Gatos,CA,95032,630000,2,1,Los Gatos,996,2242,633
PAST SALE,2019-01-04,Single Family Residential,16890 Fillmer Ave,LOS GATOS,CA,95030,2480000,4,3.5,LOS GATOS,2129,12600,1165
PAST SALE,2019-01-08,Single Family Residential,17281 La Rinconada Dr,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,2360,14260,1059
PAST SALE,2019-01-08,Single Family Residential,17281 La Rinconada Dr,LOS GATOS,CA,95030,2500000,3,2.5,LOS GATOS,2360,14260,1059
PAST SALE,2019-01-09,Condo/Co-op,420 Alberto Way #48,LOS GATOS,CA,95032,765000,2,2,LOS GATOS,1032,1027,741
PAST SALE,2019-01-09,Single Family Residential,17250 Soda Springs Rd,LOS GATOS,CA,95033,1725000,5,4,LOS GATOS,4938,1306800,349
PAST SALE,2019-01-10,Single Family Residential,87 Prospect Ave,LOS GATOS,CA,95030,2400000,4,2.5,LOS GATOS,2758,14750,870
PAST SALE,2019-01-10,Single Family Residential,944 Cherrystone Dr,LOS GATOS,CA,95032,2060000,3,2,LOS GATOS,1753,10070,1175
PAST SALE,2019-01-14,Single Family Residential,18422 Main Blvd,LOS GATOS,CA,95033,620000,2,2,LOS GATOS,912,15856,680
PAST SALE,2019-01-14,Single Family Residential,15640 Loma Vista Ave,LOS GATOS,CA,95032,1390000,3,1,LOS GATOS,1152,7280,1207
PAST SALE,2019-01-14,Townhouse,258 E Main St Unit D,LOS GATOS,CA,95030,1750000,3,2.5,LOS GATOS,1935,1742,904
PAST SALE,2019-01-14,Townhouse,258 E Main St Unit D,LOS GATOS,CA,95030,1750000,3,2.5,LOS GATOS,1935,1742,904
PAST SALE,2019-01-17,Condo/Co-op,516 Clearview Dr,LOS GATOS,CA,95032,1181000,3,2.5,LOS GATOS,2122,2220,557
PAST SALE,2019-01-17,Single Family Residential,150 Central Ave,LOS GATOS,CA,95030,2750000,5,4.5,LOS GATOS,3676,9000,748
PAST SALE,2019-01-18,Condo/Co-op,443 Alberto Way Unit B221,LOS GATOS,CA,95032,550000,2,2,LOS GATOS,1136,2881,484
PAST SALE,2019-01-22,Single Family Residential,16095 Redwood Lodge Rd,LOS GATOS,CA,95033,1800000,4,3.5,LOS GATOS,4437,65688,406
PAST SALE,2019-01-23,Single Family Residential,17945 Madrone Dr,LOS GATOS,CA,95033,680000,2,1,LOS GATOS,896,5100,759
PAST SALE,2019-01-25,Single Family Residential,118 Jamie Ct,LOS GATOS,CA,95032,1775000,4,2.5,LOS GATOS,2420,9667,733
PAST SALE,2019-01-25,Single Family Residential,15685 Shady Ln,LOS GATOS,CA,95032,4875000,5,6.5,LOS GATOS,7743,88862,630
PAST SALE,2019-01-28,Single Family Residential,25300 Quail Ridge Rd,LOS GATOS,CA,95033,2160000,4,3.5,LOS GATOS,5559,104108,389
PAST SALE,2019-01-28,Single Family Residential,131 Pinta Ct,LOS GATOS,CA,95030,3618750,4,4.5,LOS GATOS,4199,12003,862
PAST SALE,2019-01-30,Single Family Residential,16880 Cypress Way,LOS GATOS,CA,95030,1500000,3,2,LOS GATOS,1884,16412,796
PAST SALE,2019-01-31,Single Family Residential,204 Edelen Ave,LOS GATOS,CA,95030,1715000,3,2,LOS GATOS,1715,5772,1000
PAST SALE,2019-01-31,Single Family Residential,420 University Ave,LOS GATOS,CA,95032,2150000,4,3.5,LOS GATOS,2757,5470,780
PAST SALE,2019-01-31,Single Family Residential,,LOS GATOS,CA,95030,4548000,4,4.5,LOS GATOS,4196,30222,1084
PAST SALE,2019-02-01,Single Family Residential,120 Prospect Ave,LOS GATOS,CA,95030,4050000,3,3.5,LOS GATOS,3652,26665,1109
PAST SALE,2019-02-05,Single Family Residential,1079 W Parr Ave,CAMPBELL,CA,95008,2075000,6,4.5,CAMPBELL,4277,12398,485
PAST SALE,2019-02-06,Single Family Residential,18205 La Verne Dr,LOS GATOS,CA,95033,465750,2,1,LOS GATOS,1118,32966,417
PAST SALE,2019-02-06,Single Family Residential,16085 Shannon Rd,LOS GATOS,CA,95032,5050000,6,6,LOS GATOS,6479,41410,779
PAST SALE,2019-02-08,Single Family Residential,23 Jackson St,LOS GATOS,CA,95030,2228000,3,2,LOS GATOS,1577,4376,1413
PAST SALE,2019-02-08,Single Family Residential,16790 Chirco Dr,LOS GATOS,CA,95032,1950000,4,3,LOS GATOS,2194,8000,889
PAST SALE,2019-02-11,Single Family Residential,125 Verde Ct,LOS GATOS,CA,95032,2600000,4,3.5,LOS GATOS,2581,7995,1007
PAST SALE,2019-02-11,Single Family Residential,105 Worcester Loop,LOS GATOS,CA,95030,2825000,4,2.5,LOS GATOS,2423,10028,1166
PAST SALE,2019-02-12,Single Family Residential,268 Los Gatos Blvd,LOS GATOS,CA,95030,1485000,3,1,LOS GATOS,1645,7500,903
PAST SALE,2019-02-13,Single Family Residential,24925 Soquel San Jose Rd,LOS GATOS,CA,95033,715000,1,1,LOS GATOS,843,19079,848
PAST SALE,2019-02-14,Single Family Residential,334 Creekside Village Dr,LOS GATOS,CA,95032,1365000,2,2.5,LOS GATOS,1348,2929,1013
PAST SALE,2019-02-15,Single Family Residential,16216 Long Branch Rd,LOS GATOS,CA,95033,742500,2,2,LOS GATOS,1216,108856,611
PAST SALE,2019-02-15,Single Family Residential,16010 Escobar Ave,LOS GATOS,CA,95032,1800000,4,3,LOS GATOS,2278,7920,790
PAST SALE,2019-02-15,Single Family Residential,103 Tait Ave,LOS GATOS,CA,95030,1975000,4,2,LOS GATOS,1908,6596,1035
PAST SALE,2019-02-15,Single Family Residential,14603 Eastview Dr,LOS GATOS,CA,95032,3800000,5,5.5,LOS GATOS,4885,18618,778
PAST SALE,2019-02-18,Single Family Residential,18515 Main Blvd,LOS GATOS,CA,95033,690000,3,2,LOS GATOS,1348,22390,512
PAST SALE,2019-02-19,Single Family Residential,21600 Summit Rd,LOS GATOS,CA,95033,1475000,4,3.5,LOS GATOS,3918,217452,376
PAST SALE,2019-02-20,Single Family Residential,364 Bella Vista Ave,LOS GATOS,CA,95032,4350000,4,4.5,LOS GATOS,4083,11001,1065
PAST SALE,2019-02-20,Single Family Residential,16416 Shady View Ln,LOS GATOS,CA,95032,3250000,4,3.5,LOS GATOS,3581,10140,908
PAST SALE,2019-02-21,Townhouse,104 Oakland Pl,LOS GATOS,CA,95032,1154400,2,2.5,LOS GATOS,2064,2220,559
PAST SALE,2019-02-21,Single Family Residential,15930 Quail Hill Rd,LOS GATOS,CA,95032,2470000,3,2,LOS GATOS,2074,45626,1191
PAST SALE,2019-02-22,Townhouse,15780 Los Gatos Almaden Rd,LOS GATOS,CA,95032,947500,3,2,LOS GATOS,1494,1400,634
PAST SALE,2019-02-22,Townhouse,235 Casitas Bulevar,LOS GATOS,CA,95032,1222500,3,2.5,LOS GATOS,1639,2100,746
PAST SALE,2019-02-22,Single Family Residential,17676 Comanche Trl,LOS GATOS,CA,95033,400000,1,1.5,LOS GATOS,667,4508,600
PAST SALE,2019-02-22,Single Family Residential,1460 York Ave,CAMPBELL,CA,95008,1575000,5,3,CAMPBELL,2681,8387,587
PAST SALE,2019-02-22,Single Family Residential,15665 El Gato Ln,LOS GATOS,CA,95032,2900000,4,5,LOS GATOS,3560,8046,815
PAST SALE,2019-02-23,Single Family Residential,22545 Old Santa Cruz Hwy,LOS GATOS,CA,95033,800000,4,2.5,LOS GATOS,2000,43560,400
PAST SALE,2019-02-25,Townhouse,152 Milmar Way,LOS GATOS,CA,95032,940000,3,2,LOS GATOS,1494,1400,629
PAST SALE,2019-02-25,Single Family Residential,16570 Shady View Ln,LOS GATOS,CA,95032,2249000,4,2,LOS GATOS,1924,8030,1169
PAST SALE,2019-02-25,Single Family Residential,15810 Shannon Hts,LOS GATOS,CA,95032,2950000,4,4,LOS GATOS,3208,60984,920
